# Results collected after 9400 snapshots.
33.16993	0.00000
33.68777	0.00000
34.20560	0.00000
34.72343	0.00000
35.24127	0.00000
35.75910	0.00000
36.27693	0.00001
36.79476	0.00001
37.31260	0.00001
37.83043	0.00002
38.34826	0.00003
38.86610	0.00004
39.38393	0.00007
39.90176	0.00009
40.41959	0.00014
40.93743	0.00019
41.45526	0.00026
41.97309	0.00036
42.49093	0.00048
43.00876	0.00064
43.52659	0.00085
44.04442	0.00112
44.56226	0.00147
45.08009	0.00189
45.59792	0.00238
46.11576	0.00299
46.63359	0.00373
47.15142	0.00461
47.66925	0.00564
48.18709	0.00685
48.70492	0.00825
49.22275	0.00988
49.74059	0.01174
50.25842	0.01387
50.77625	0.01629
51.29408	0.01900
51.81192	0.02212
52.32975	0.02561
52.84758	0.02948
53.36541	0.03376
53.88325	0.03856
54.40108	0.04387
54.91891	0.04979
55.43675	0.05626
55.95458	0.06341
56.47241	0.07122
56.99024	0.07978
57.50808	0.08908
58.02591	0.09919
58.54374	0.11007
59.06158	0.12179
59.57941	0.13438
60.09724	0.14783
60.61507	0.16213
61.13291	0.17733
61.65074	0.19333
62.16857	0.21005
62.68641	0.22767
63.20424	0.24588
63.72207	0.26470
64.23990	0.28413
64.75774	0.30413
65.27557	0.32446
65.79340	0.34509
66.31124	0.36579
66.82907	0.38656
67.34690	0.40715
67.86473	0.42750
68.38257	0.44762
68.90040	0.46719
69.41823	0.48632
69.93607	0.50473
70.45390	0.52241
70.97173	0.53923
71.48956	0.55520
72.00740	0.57031
72.52523	0.58441
73.04306	0.59761
73.56089	0.60988
74.07873	0.62108
74.59656	0.63143
75.11439	0.64108
75.63223	0.64990
76.15006	0.65809
76.66789	0.66564
77.18572	0.67268
77.70356	0.67925
78.22139	0.68545
78.73922	0.69134
79.25706	0.69703
79.77489	0.70258
80.29272	0.70802
80.81055	0.71348
81.32839	0.71892
81.84622	0.72444
82.36405	0.73000
82.88189	0.73567
83.39972	0.74152
83.91755	0.74748
84.43538	0.75359
84.95322	0.75983
85.47105	0.76621
85.98888	0.77275
86.50672	0.77944
87.02455	0.78630
87.54238	0.79323
88.06021	0.80029
88.57805	0.80751
89.09588	0.81473
89.61371	0.82199
90.13155	0.82932
90.64938	0.83661
91.16721	0.84393
91.68504	0.85119
92.20288	0.85841
92.72071	0.86554
93.23854	0.87255
93.75637	0.87956
94.27421	0.88634
94.79204	0.89296
95.30987	0.89944
95.82771	0.90573
96.34554	0.91180
96.86337	0.91770
97.38120	0.92339
97.89904	0.92885
98.41687	0.93406
98.93470	0.93910
99.45254	0.94382
99.97037	0.94838
100.48820	0.95265
101.00603	0.95666
101.52387	0.96044
102.04170	0.96399
102.55953	0.96734
103.07737	0.97044
103.59520	0.97329
104.11303	0.97597
104.63086	0.97841
105.14870	0.98068
105.66653	0.98274
106.18436	0.98463
106.70220	0.98637
107.22003	0.98794
107.73786	0.98934
108.25569	0.99057
108.77353	0.99172
109.29136	0.99275
109.80919	0.99368
110.32703	0.99451
110.84486	0.99523
111.36269	0.99588
111.88052	0.99645
112.39836	0.99696
112.91619	0.99739
113.43402	0.99778
113.95185	0.99811
114.46969	0.99840
114.98752	0.99865
115.50535	0.99886
116.02319	0.99904
116.54102	0.99919
117.05885	0.99932
117.57668	0.99943
118.09452	0.99952
118.61235	0.99960
119.13018	0.99968
119.64802	0.99973
120.16585	0.99978
120.68368	0.99982
121.20151	0.99986
121.71935	0.99988
122.23718	0.99990
122.75501	0.99992
123.27285	0.99994
123.79068	0.99995
124.30851	0.99996
124.82634	0.99997
125.34418	0.99997
125.86201	0.99998
126.37984	0.99998
126.89768	0.99999
127.41551	0.99999
127.93334	0.99999
128.45117	0.99999
128.96901	1.00000
129.48684	1.00000
130.00467	1.00000
130.52251	1.00000
131.04034	1.00000
131.55817	1.00000
132.07600	1.00000
132.59384	1.00000
133.11167	1.00000
133.62950	1.00000
134.14733	1.00000
134.66517	1.00000
135.18300	1.00000
135.70083	1.00000
136.21867	1.00000
